DOI,Título,Autores,Año,Citas,Revista
10.1007/s40747-021-00495-7,Two-stage stochastic programming approach for limited medical reserves allocation under uncertainties,Yuwei Zhang and Zhenping Li and Pengbo Jiao and Shen Zhu,2021,2,Complex &amp; Intelligent Systems
10.1007/s40747-022-00728-3,Self-attention-guided scale-refined detector for pedestrian detection,Xinchen Lin and Chaoqiang Zhao and Chen Zhang and Feng Qian,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-023-00985-w,Cooperative multi-agent target searching: a deep reinforcement learning approach based on parallel hindsight experience replay,Yi Zhou and Zhixiang Liu and Huaguang Shi and Si Li and Nianwen Ning and Fuqiang Liu and Xiaozhi Gao,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-017-0049-5,p-th moment exponential convergence analysis for stochastic networked systems driven by fractional Brownian motion,Jiaxin Shi and Huaiqin Wu,2018,1,Complex &amp; Intelligent Systems
10.1007/s40747-022-00863-x,A consensus algorithm based on the worst consistency index of hesitant fuzzy preference relations in group decision-making,Qiujie Li and Gaofeng Liu and Tianming Zhang and Yejun Xu,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-017-0062-8,Deter and protect: crime modeling with multi-agent learning,Trevor R. Caskey and James S. Wasek and Anna Y. Franz,2018,7,Complex &amp; Intelligent Systems
10.1007/s40747-022-00690-0,Time-sequential hesitant fuzzy set and its application to multi-attribute decision making,Lingyu Meng and Liangqun Li,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-019-0109-0,Pythagorean Dombi fuzzy graphs,Muhammad Akram and Jawaria Mohsan Dar and Sumera Naz,2020,13,Complex &amp; Intelligent Systems
10.1007/s40747-021-00350-9,Development and evaluation of demonstration information recording approach for wheelchair mounted robotic arm,Mingshan Chi and Yaxin Liu and Yufeng Yao and Yan Liu and Shouqiang Li and Chao Zeng and Ming Zhong,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00858-8,Parallel temporal feature selection based on improved attention mechanism for dynamic gesture recognition,Gongzheng Chen and Zhenghong Dong and Jue Wang and Lurui Xia,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00832-4,The fuzzy Weighted Influence Nonlinear Gauge System method extended with D numbers and MICMAC,Muwen Wang and Yuan Tian and Kecheng Zhang,2023,1,Complex &amp; Intelligent Systems
10.1007/s40747-022-00836-0,GRAN: graph recurrent attention network for pedestrian orientation classification,Xiao Li and Shexiang Ma and Liqing Shan and Sheng Liu and Song Chai and Xiao Li,2023,1,Complex &amp; Intelligent Systems
10.1007/s40747-022-00802-w,Histone-Net: a multi-paradigm computational framework for histone occupancy and modification prediction,Muhammad Nabeel Asim and Muhammad Ali Ibrahim and Muhammad Imran Malik and Imran Razzak and Andreas Dengel and Sheraz Ahmed,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00707-8,A focused crawler based on semantic disambiguation vector space model,Wenjun Liu and Yu He and Jing Wu and Yajun Du and Xing Liu and Tiejun Xi and Zurui Gan and Pengjun Jiang and Xiaoping Huang,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00779-6,A novel feature relearning method for automatic sleep staging based on single-channel EEG,Yujie Tao and Yun Yang and Po Yang and Fengtao Nan and Yan Zhang and Yulong Rao and Fei Du,2023,1,Complex &amp; Intelligent Systems
10.1007/s40747-022-00781-y,RST-Net: a spatio-temporal residual network based on Region-reConStruction algorithm for shared bike prediction,Yanyan Tan and Bin Wang and Zeyuan Yan and Haoran Liu and Huaxiang Zhang,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-016-0008-6,Erratum to: Fault detection and classification by unsupervised feature extraction and dimensionality reduction,Praveen Chopra and Sandeep Kumar Yadav,2015,2,Complex &amp; Intelligent Systems
10.1007/s40747-017-0052-x,"Automated composer recognition for multi-voice piano compositions using rhythmic features, n-grams and modified cortical algorithms",Nadine Hajj and Maurice Filo and Mariette Awad,2018,6,Complex &amp; Intelligent Systems
10.1007/s40747-022-00664-2,Counseling (ro)bot as a use case for 5G/6G,Yoshio Taniguchi and Yukino Ikegami and Hiroshi Fujikawa and Yogesh Pathare and Andrea Kutics and Banzi Massimo and Marco Anisetti and Ernesto Damiani and Yoshitaka Sakurai and Setsuo Tsuruta,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-022-00712-x,Interactive spatio-temporal feature learning network for video foreground detection,Hongrui Zhang and Huan Li,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00691-z,Evaluation and selection of green suppliers for papermaking enterprises using the interval basic probability assignment-based intuitionistic fuzzy set,Xin Kang and Xiangjun Xu and Zaoli Yang,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00696-8,Implicit optimal variational collaborative filtering,Joojo Walker and Fan Zhou and Edward Y. Baagyere and Emmanuel Ahene and Fengli Zhang,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00635-z,Tourism route optimization based on improved knowledge ant colony algorithm,Sidi Li and Tianyu Luo and Ling Wang and Lining Xing and Teng Ren,2022,3,Complex &amp; Intelligent Systems
10.1007/s40747-021-00419-5,License plate identification and recognition in a non-standard environment using neural pattern matching,Imran Shafi and Imtiaz Hussain and Jamil Ahmad and Pyoung Won Kim and Gyu Sang Choi and Imran Ashraf and Sadia Din,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-022-00695-9,Anomaly detection for high-dimensional space using deep hypersphere fused with probability approach,Jian Zheng and Jingyi Li and Cong Liu and Jianfeng Wang and Jiang Li and Hongling Liu,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00643-7,Neuroadaptive control of information-poor servomechanisms with smooth and nonsmooth uncertainties,Guichao Yang and Hua Wang,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-020-00244-2,Human gait analysis for osteoarthritis prediction: a framework of deep learning and kernel extreme learning machine,Muhammad Attique Khan and Seifedine Kadry and Pritee Parwekar and Robertas Damaševičius and Asif Mehmood and Junaid Ali Khan and Syed Rameez Naqvi,2021,18,Complex &amp; Intelligent Systems
10.1007/s40747-020-00160-5,Concurrent service access and management framework for user-centric future internet of things in smart cities,P. Gomathi and S. Baskar and P. Mohamed Shakeel,2020,20,Complex &amp; Intelligent Systems
10.1007/s40747-020-00253-1,Single-stage and two-stage total failure-based group-sampling plans for the Weibull distribution under neutrosophic statistics,Muhammad Aslam and G. Srinivasa Rao and Nasrullah Khan,2021,8,Complex &amp; Intelligent Systems
10.1007/s40747-020-00181-0,A new approach to evaluate linear programming problem in pentagonal neutrosophic environment,Sapan Kumar Das and Avishek Chakraborty,2021,7,Complex &amp; Intelligent Systems
10.1007/s40747-017-0040-1,Big data for secure healthcare system: a conceptual design,Bikash Kanti Sarkar,2017,46,Complex &amp; Intelligent Systems
10.1007/s40747-018-0078-8,An integrated fluvial and flash pluvial model using 2D high-resolution sub-grid and particle swarm optimization-based random forest approaches in GIS,Hossein Mojaddadi Rizeei and Biswajeet Pradhan and Maryam Adel Saharkhiz,2019,17,Complex &amp; Intelligent Systems
10.1007/s40747-022-00862-y,T-spherical uncertain linguistic MARCOS method based on generalized distance and Heronian mean for multi-attribute group decision-making with unknown weight information,Haolun Wang and Kifayat Ullah,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-020-00229-1,Fuzzy inventory model for NVOCC’s returnable containers under empty container repositioning with leasing option,S. Rajeswari and C. Sugapriya and D. Nagarajan,2021,7,Complex &amp; Intelligent Systems
10.1007/s40747-020-00248-y,Knowledge from the original network: restore a better pruned network with knowledge distillation,Liyang Chen and Yongquan Chen and Juntong Xi and Xinyi Le,2022,4,Complex &amp; Intelligent Systems
10.1007/s40747-020-00164-1,Design and analysis of an optimized microfluidic channel for isolation of circulating tumor cells using deterministic lateral displacement technique,Rituraj Bhattacharjee and R. Kumar and Fenil Chetankumar Panwala and P. Mohamed Shakeel,2020,4,Complex &amp; Intelligent Systems
10.1007/s40747-021-00623-3,A decomposition structure learning algorithm in Bayesian network based on a two-stage combination method,Huiping Guo and Hongru Li,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-021-00605-5,A metaheuristic-based framework for index tracking with practical constraints,Man-Chung Yuen and Sin-Chun Ng and Man-Fai Leung and Hangjun Che,2022,3,Complex &amp; Intelligent Systems
10.1007/s40747-022-00641-9,Deep learning model construction for a semi-supervised classification with feature learning,Sridhar Mandapati and Seifedine Kadry and R. Lakshmana Kumar and Krongkarn Sutham and Orawit Thinnukool,2022,3,Complex &amp; Intelligent Systems
10.1007/s40747-022-00692-y,Joint metric learning of local and global features for vehicle re-identification,Junge Shen and Jian Sun and Xin Wang and Zhaoyong Mao,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00888-2,"Correction to: A survey on COVID-19 impact in the healthcare domain: worldwide market implementation, applications, security and privacy issues, challenges and future prospects",Tanzeela Shakeel and Shaista Habib and Wadii Boulila and Anis Koubaa and Abdul Rehman Javed and Muhammad Rizwan and Thippa Reddy Gadekallu and Mahmood Sufiyan,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-018-0082-z,Towards online data-driven prognostics system,Hatem M. Elattar and Hamdy K. Elminir and A. M. Riad,2018,8,Complex &amp; Intelligent Systems
10.1007/s40747-022-00731-8,Student achievement prediction using deep neural network from multi-source campus data,Xiaoyong Li and Yong Zhang and Huimin Cheng and Mengran Li and Baocai Yin,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-022-00722-9,MSAt-GAN: a generative adversarial network based on multi-scale and deep attention mechanism for infrared and visible light image fusion,Junwu Li and Binhua Li and Yaoxi Jiang and Weiwei Cai,2022,3,Complex &amp; Intelligent Systems
10.1007/s40747-021-00522-7,A peduncle detection method of tomato for autonomous harvesting,Jiacheng Rong and Guanglin Dai and Pengbo Wang,2022,8,Complex &amp; Intelligent Systems
10.1007/s40747-021-00372-3,A 2-dimensional uncertain linguistic MABAC method for multiattribute group decision-making problems,Peide Liu and Dongyang Wang,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-021-00342-9,"Social media intention mining for sustainable information systems: categories, taxonomy, datasets and challenges",Ayesha Rashid and Muhammad Shoaib Farooq and Adnan Abid and Tariq Umer and Ali Kashif Bashir and Yousaf Bin Zikria,2021,6,Complex &amp; Intelligent Systems
10.1007/s40747-020-00132-9,A cascade network for the classification of rice grain based on single rice kernel,Ksh Robert Singh and Saurabh Chaudhury,2020,7,Complex &amp; Intelligent Systems
10.1007/s40747-021-00581-w,Cloud–edge cooperation for meteorological radar big data: a review of data quality control,Zhichen Hu and Xiaolong Xu and Yulan Zhang and Hongsheng Tang and Yong Cheng and Cheng Qian and Mohammad R. Khosravi,2022,5,Complex &amp; Intelligent Systems
10.1007/s40747-020-00211-x,Fuzzy data envelopment analysis in the presence of undesirable outputs with ideal points,Ali Ebrahimnejad and Naser Amani,2021,7,Complex &amp; Intelligent Systems
10.1007/s40747-020-00246-0,Creating proactive behavior for the risk assessment by considering expert evaluation: a case of textile manufacturing plant,Ali Karasan and Melike Erdogan,2021,3,Complex &amp; Intelligent Systems
10.1007/s40747-023-00969-w,Bi-indicator driven surrogate-assisted multi-objective evolutionary algorithms for computationally expensive problems,Wenxin Wang and Huachao Dong and Peng Wang and Jiangtao Shen,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00589-2,A novel PID-like particle swarm optimizer: on terminal convergence analysis,Chuang Wang and Zidong Wang and Fei Han and Hongli Dong and Hongjian Liu,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-022-00670-4,Cooperative multi-population Harris Hawks optimization for many-objective optimization,Na Yang and Zhenzhou Tang and Xuebing Cai and Long Chen and Qian Hu,2022,4,Complex &amp; Intelligent Systems
10.1007/s40747-021-00478-8,An enhanced group teaching optimization algorithm for multi-product disassembly line balancing problems,Pei Liang and Yaping Fu and Kaizhou Gao and Hao Sun,2022,3,Complex &amp; Intelligent Systems
10.1007/s40747-020-00176-x,Group-based generalized q-rung orthopair average aggregation operators and their applications in multi-criteria decision making,Azmat Hussain and Muhammad Irfan Ali and Tahir Mahmood and Muhammad Munir,2021,6,Complex &amp; Intelligent Systems
10.1007/s40747-021-00362-5,Adaptive dropout for high-dimensional expensive multiobjective optimization,Jianqing Lin and Cheng He and Ran Cheng,2022,7,Complex &amp; Intelligent Systems
10.1007/s40747-021-00335-8,Identification of robust retailing location patterns with complex network approaches,Rosa María Sánchez-Saiz and Virginia Ahedo and José Ignacio Santos and Sergio Gómez and José Manuel Galán,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-023-00997-6,SimGRL: a simple self-supervised graph representation learning framework via triplets,Da Huang and Fangyuan Lei and Xi Zeng,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00959-4,A new approach to investigate the effects of artificial neural networks based on bipolar complex spherical fuzzy information,Jeonghwan Gwak and Harish Garg and Naeem Jan and Bushra Akram,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00343-8,A patent keywords extraction method using TextRank model with prior public knowledge,Zhaoxin Huang and Zhenping Xie,2022,8,Complex &amp; Intelligent Systems
10.1007/s40747-021-00604-6,Voice adaptation by color-encoded frame matching as a multi-objective optimization problem for future games,Mads Midtlyng and Yuji Sato and Hiroshi Hosobe,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00610-8,PRISED tangle: a privacy-aware framework for smart healthcare data sharing using IOTA tangle,Sidrah Abdullah and Junaid Arshad and Muhammad Mubashir Khan and Mamoun Alazab and Khaled Salah,2022,4,Complex &amp; Intelligent Systems
10.1007/s40747-021-00347-4,ResCaps: an improved capsule network and its application in ultrasonic image classification of thyroid papillary carcinoma,Xiongzhi Ai and Jiawei Zhuang and Yonghua Wang and Pin Wan and Yu Fu,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-021-00540-5,Picture fuzzy tolerance graphs with application,Sankar Das and Ganesh Ghorai and Madhumangal Pal,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-020-00191-y,Enhanced synchronization-inspired clustering for high-dimensional data,Lei Chen and Qinghua Guo and Zhaohua Liu and Shiwen Zhang and Hongqiang Zhang,2021,5,Complex &amp; Intelligent Systems
10.1007/s40747-021-00301-4,Generative adversarial network guided mutual learning based synchronization of cluster of neural networks,Arindam Sarkar,2021,4,Complex &amp; Intelligent Systems
10.1007/s40747-022-00926-z,DCGNN: a single-stage 3D object detection network based on density clustering and graph neural network,Shimin Xiong and Bin Li and Shiao Zhu,2022,6,Complex &amp; Intelligent Systems
10.1007/s40747-018-0076-x,Interval-valued Pythagorean fuzzy Einstein hybrid weighted averaging aggregation operator and their application to group decision making,Khaista Rahman and Saleem Abdullah and Asad Ali and Fazli Amin,2019,16,Complex &amp; Intelligent Systems
10.1007/s40747-021-00519-2,Accelerating privacy-preserving momentum federated learning for industrial cyber-physical systems,Linlin Zhang and Zehui Zhang and Cong Guan,2021,6,Complex &amp; Intelligent Systems
10.1007/s40747-021-00600-w,Deep learning based solder joint defect detection on industrial printed circuit board X-ray images,Qianru Zhang and Meng Zhang and Chinthaka Gamanayake and Chau Yuen and Zehao Geng and Hirunima Jayasekara and Chia-wei Woo and Jenny Low and Xiang Liu and Yong Liang Guan,2022,5,Complex &amp; Intelligent Systems
10.1007/s40747-020-00133-8,Vertex rough graphs,Bibin Mathew and Sunil Jacob John and Harish Garg,2020,11,Complex &amp; Intelligent Systems
10.1007/s40747-021-00461-3,A neutrosophic set-based TLBO algorithm for the flexible job-shop scheduling problem with routing flexibility and uncertain processing times,Liangliang Jin and Chaoyong Zhang and Xiaoyu Wen and Chengda Sun and Xinjiang Fei,2021,4,Complex &amp; Intelligent Systems
10.1007/s40747-022-00713-w,A DCRNN-based ensemble classifier for speech emotion recognition in Odia language,Monorama Swain and Bubai Maji and P. Kabisatpathy and Aurobinda Routray,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-021-00477-9,An improved generative adversarial network with modified loss function for crack detection in electromagnetic nondestructive testing,Lulu Tian and Zidong Wang and Weibo Liu and Yuhua Cheng and Fuad E. Alsaadi and Xiaohui Liu,2022,5,Complex &amp; Intelligent Systems
10.1007/s40747-018-0083-y,Dijkstra algorithm for shortest path problem under interval-valued Pythagorean fuzzy environment,Mohammad Enayattabar and Ali Ebrahimnejad and Homayun Motameni,2019,37,Complex &amp; Intelligent Systems
10.1007/s40747-023-00998-5,Lightweight dense video captioning with cross-modal attention and knowledge-enhanced unbiased scene graph,Shixing Han and Jin Liu and Jinyingming Zhang and Peizhu Gong and Xiliang Zhang and Huihua He,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-023-00983-y,BPLC + NOSO: backpropagation of errors based on latency code with neurons that only spike once at most,Seong Min Jin and Dohun Kim and Dong Hyung Yoo and Jason Eshraghian and Doo Seok Jeong,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00336-7,EEG data augmentation for emotion recognition with a multiple generator conditional Wasserstein GAN,Aiming Zhang and Lei Su and Yin Zhang and Yunfa Fu and Liping Wu and Shengjin Liang,2022,10,Complex &amp; Intelligent Systems
10.1007/s40747-021-00516-5,DensePILAE: a feature reuse pseudoinverse learning algorithm for deep stacked autoencoder,Jue Wang and Ping Guo and Yanjun Li,2022,3,Complex &amp; Intelligent Systems
10.1007/s40747-021-00575-8,Electric vehicle charging station planning with dynamic prediction of elastic charging demand: a hybrid particle swarm optimization algorithm,Xingzhen Bai and Zidong Wang and Lei Zou and Hongjian Liu and Qiao Sun and Fuad E. Alsaadi,2022,6,Complex &amp; Intelligent Systems
10.1007/s40747-021-00586-5,Comparing interactive evolutionary multiobjective optimization methods with an artificial decision maker,Bekir Afsar and Ana B. Ruiz and Kaisa Miettinen,2021,4,Complex &amp; Intelligent Systems
10.1007/s40747-022-00705-w,A federated learning framework for cyberattack detection in vehicular sensor networks,Maha Driss and Iman Almomani and Zil e Huma and Jawad Ahmad,2022,5,Complex &amp; Intelligent Systems
10.1007/s40747-021-00536-1,A novel deep learning method for detection and classification of plant diseases,Waleed Albattah and Marriam Nawaz and Ali Javed and Momina Masood and Saleh Albahli,2022,28,Complex &amp; Intelligent Systems
10.1007/s40747-021-00563-y,Brain tumor detection and classification using machine learning: a comprehensive survey,Javaria Amin and Muhammad Sharif and Anandakumar Haldorai and Mussarat Yasmin and Ramesh Sundar Nayak,2022,32,Complex &amp; Intelligent Systems
10.1007/s40747-021-00637-x,Feature dimensionality reduction: a review,Weikuan Jia and Meili Sun and Jian Lian and Sujuan Hou,2022,28,Complex &amp; Intelligent Systems
10.1007/s40747-020-00206-8,Survey of pedestrian detection with occlusion,Chen Ning and Li Menglu and Yuan Hao and Su Xueping and Li Yunhong,2021,26,Complex &amp; Intelligent Systems
10.1007/s40747-020-00249-x,Surrogate-assisted evolutionary algorithm for expensive constrained multi-objective discrete optimization problems,Qinghua Gu and Qian Wang and Neal N. Xiong and Song Jiang and Lu Chen,2022,8,Complex &amp; Intelligent Systems
10.1007/s40747-020-00146-3,Forecasting the unit cost of a DRAM product using a layered partial-consensus fuzzy collaborative forecasting approach,Tin-Chih Toly Chen and Hsin-Chieh Wu,2020,10,Complex &amp; Intelligent Systems
10.1007/s40747-021-00348-3,Applying particle swarm optimization-based decision tree classifier for wart treatment selection,Junhua Hu and Xiangzhu Ou and Pei Liang and Bo Li,2022,4,Complex &amp; Intelligent Systems
10.1007/s40747-021-00292-2,Strengthening the PSO algorithm with a new technique inspired by the golf game and solving the complex engineering problem,Serkan Dereli and Raşit Köker,2021,11,Complex &amp; Intelligent Systems
10.1007/s40747-019-00128-0,Cloud detection methodologies: variants and development—a review,Seema Mahajan and Bhavin Fataniya,2020,68,Complex &amp; Intelligent Systems
10.1007/s40747-020-00264-y,A solution algorithm for integrated production-inventory-routing of perishable goods with transshipment and uncertain demand,Peide Liu and Ayad Hendalianpour and Jafar Razmi and Mohamad Sadegh Sangari,2021,18,Complex &amp; Intelligent Systems
10.1007/s40747-020-00217-5,Extension of competition graphs under complex fuzzy environment,Muhammad Akram and Aqsa Sattar and Faruk Karaaslan and Sovan Samanta,2021,17,Complex &amp; Intelligent Systems
10.1007/s40747-020-00148-1,Multiple-strategy learning particle swarm optimization for large-scale optimization problems,Hao Wang and Mengnan Liang and Chaoli Sun and Guochen Zhang and Liping Xie,2021,39,Complex &amp; Intelligent Systems
10.1007/s40747-020-00263-z,Knowledge-guided multiobjective particle swarm optimization with fusion learning strategies,Wei Li and Xiang Meng and Ying Huang and Soroosh Mahmoodi,2021,6,Complex &amp; Intelligent Systems
10.1007/s40747-017-0058-4,A mutation operator guided by preferred regions for set-based many-objective evolutionary optimization,Jing Sun and Fenglin Sun and Dunwei Gong and Xiaojun Zeng,2017,4,Complex &amp; Intelligent Systems
10.1007/s40747-022-00912-5,Truncated variable algorithm using DUS-neutrosophic Weibull distribution,Muhammad Aslam,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-016-0018-4,Policy control framework-based algorithm for uncertain QoS harmonization in IP-based live video surveillance communications,Abhishek Mishra,2016,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00860-0,A novel dynamic reference point model for preference-based evolutionary multiobjective optimization,Xin Lin and Wenjian Luo and Naijie Gu and Qingfu Zhang,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00346-5,An enhanced chimp optimization algorithm for continuous optimization domains,Heming Jia and Kangjian Sun and Wanying Zhang and Xin Leng,2022,27,Complex &amp; Intelligent Systems
10.1007/s40747-021-00574-9,Nonlinear pentagonal intuitionistic fuzzy number and its application in EPQ model under learning and forgetting,Avishek Chakraborty and Shilpi Pal and Sankar Prasad Mondal and Shariful Alam,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-021-00619-z,An accurate star identification approach based on spectral graph matching for attitude measurement of spacecraft,Zhiyuan You and Junzheng Li and Hongcheng Zhang and Bo Yang and Xinyi Le,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00583-8,XMAP: eXplainable mapping analytical process,Su Nguyen and Binh Tran,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00739-0,Strengthening intrusion detection system for adversarial attacks: improved handling of imbalance classification problem,Chutipon Pimsarn and Tossapon Boongoen and Natthakan Iam-On and Nitin Naik and Longzhi Yang,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00964-7,Multi-order hypergraph convolutional networks integrated with self-supervised learning,Jiahao Huang and Fangyuan Lei and Jianjian Jiang and Xi Zeng and Ruijun Ma and Qingyun Dai,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00935-y,Retraction Note: Towards secure deep learning architecture for smart farming-based applications,R. Udendhran and M. Balamurugan,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00472-0,Least-looping stepping-stone-based ASM approach for transportation and triangular intuitionistic fuzzy transportation problems,Kedar Nath Das and Rajeev Das and Debi Prasanna Acharjya,2021,1,Complex &amp; Intelligent Systems
10.1007/s40747-021-00555-y,Conformal Chebyshev chaotic map-based remote user password authentication protocol using smart card,Chandrashekhar Meshram and Sarita Gajbhiye Meshram and Rabha W. Ibrahim and Hamid A. Jalab and Sajjad Shaukat Jamal and Sharad Kumar Barve,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-020-00179-8,An interval fuzzy number-based fuzzy collaborative forecasting approach for DRAM yield forecasting,Toly Chen and Min-Chi Chiu,2021,3,Complex &amp; Intelligent Systems
10.1007/s40747-022-00805-7,Exploiting lexical patterns for knowledge graph construction from unstructured text in Spanish,Ana B. Rios-Alvarado and Jose L. Martinez-Rodriguez and Andrea G. Garcia-Perez and Tania Y. Guerrero-Melendez and Ivan Lopez-Arevalo and Jose Luis Gonzalez-Compean,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00562-z,A novel lightweight authentication and privacy-preserving protocol for vehicular ad hoc networks,Shaji K. A. Theodore and K. Rajiv Gandhi and V. Palanisamy,2021,2,Complex &amp; Intelligent Systems
10.1007/s40747-022-00660-6,TAUNet: a triple-attention-based multi-modality MRI fusion U-Net for cardiac pathology segmentation,Dapeng Li and Yanjun Peng and Yanfei Guo and Jindong Sun,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-016-0009-5,Erratum to: Scalable distributed implementation of a biologically inspired parallel model,Gabriel Ciobanu,2015,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00432-8,A cooperative coevolution algorithm for complex hybrid seru-system scheduling optimization,Yuting Wu and Ling Wang and Jing-fang Chen,2021,4,Complex &amp; Intelligent Systems
10.1007/s40747-021-00467-x,Chaos-guided neural key coordination for improving security of critical energy infrastructures,Arindam Sarkar and Mohammad Zubair Khan and Abdulfattah Noorwali,2021,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00612-6,Angle of attack prediction using recurrent neural networks in flight conditions with faulty sensors in the case of F-16 fighter jet,Bemnet Wondimagegnehu Mersha and David N. Jansen and Hongbin Ma,2021,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00453-3,Exploring technology opportunities and evolution of IoT-related logistics services with text mining,Mu-Chen Chen and Pui Hung Ho,2021,6,Complex &amp; Intelligent Systems
10.1007/s40747-021-00564-x,Categorizing white blood cells by utilizing deep features of proposed 4B-AdditionNet-based CNN network with ant colony optimization,Asim Shahzad and Mudassar Raza and Jamal Hussain Shah and Muhammad Sharif and Ramesh Sunder Nayak,2022,7,Complex &amp; Intelligent Systems
10.1007/s40747-021-00444-4,Reinforcement learning for the traveling salesman problem with refueling,André L. C. Ottoni and Erivelton G. Nepomuceno and Marcos S. de Oliveira and Daniela C. R. de Oliveira,2022,4,Complex &amp; Intelligent Systems
10.1007/s40747-020-00158-z,Two-level fusion big data compression and reconstruction framework combining second-generation wavelet and lossless compression,Zhang Chuanchao,2020,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00857-9,Primary node election based on probabilistic linguistic term set with confidence interval in the PBFT consensus mechanism for blockchain,Mingyue Xie and Jun Liu and Shuyu Chen and Guangxia Xu and Mingwei Lin,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-022-00647-3,Modeling students’ performance using graph convolutional networks,Ahmed A. Mubarak and Han Cao and Ibrahim M. Hezam and Fei Hao,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-022-00650-8,Multi-objective multi-criteria evolutionary algorithm for multi-objective multi-task optimization,Ke-Jing Du and Jian-Yu Li and Hua Wang and Jun Zhang,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-019-0094-3,High efficiency fault-detection and fault-tolerant control approach in Tennessee Eastman process via fuzzy-based neural network representation,M. Adeli and A. H. Mazinan,2020,4,Complex &amp; Intelligent Systems
10.1007/s40747-020-00175-y,Interpretable policy derivation for reinforcement learning based on evolutionary feature synthesis,Hengzhe Zhang and Aimin Zhou and Xin Lin,2020,7,Complex &amp; Intelligent Systems
10.1007/s40747-021-00383-0,An interpretable prediction method for university student academic crisis warning,Zhai Mingyu and Wang Sutong and Wang Yanzhang and Wang Dujuan,2022,8,Complex &amp; Intelligent Systems
10.1007/s40747-022-00815-5,Deep learning based brain tumor segmentation: a survey,Zhihua Liu and Lei Tong and Long Chen and Zheheng Jiang and Feixiang Zhou and Qianni Zhang and Xiangrong Zhang and Yaochu Jin and Huiyu Zhou,2023,7,Complex &amp; Intelligent Systems
10.1007/s40747-023-00991-y,Fuzzy TOPSIS-based privacy measurement in multiple online social networks,Lijun Guo and Zhiqiang Yao and Mingwei Lin and Zeshui Xu,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00505-8,Code-based encryption techniques with distributed cluster head and energy consumption routing protocol,M. Jalasri and L. Lakshmanan,2021,1,Complex &amp; Intelligent Systems
10.1007/s40747-022-00755-0,End-to-end human inspired learning based system for dynamic obstacle avoidance,S. M. Haider Jafri and Rahul Kala,2022,0,Complex &amp; Intelligent Systems
